"_c0","text"
"AI算法专家(大模型/AIGC方向)","	工作职责：
1、智能制造领域核心视觉算法优化和创新研究，包括但不限于：分类，检测，分割，测量，追踪，姿态估计，行为识别，OCR等；
2、大规模深度学习相关的核心算法研究，包括但不限于大模型网络结构设计、大规模分布式训练、多模态模型构建、持续学习、无/自/半监督学习、部署量化，有大模型微调经验尤佳；
3、面向视觉检测、测量、识别等工业应用场景，AIGC视觉生成模型轻量化调优算法的探索，在垂直业务中使用轻量数据释放大模型潜力，实现小样本任务的高度智能化目标(few-shot or zero-shot)；
4、针对智能制造领域的实际需求，结合AI和传统视觉算法，进行算法设计、实现、迭代优化等工作；
5、紧密跟踪CV方向深度学习领域进步，复现最新论文，并且把新技术导入工程应用；
6、参与公司AI平台的规划和研发；
7、维护相关研究方向的benchmark（代码、数据等），将创新算法整理成技术文档或专利。
任职资格：
1、计算机、人工智能、数学、图像处理等相关专业硕士及以上学历优先，3年以上AI算法/工业检测行业经验；
2、熟悉经典图像处理算法，数学功底优异，具备扎实的计算机理论基础，熟悉数据结构、常用算法、多线程编程等，较好的Python开发能力；
3、熟练掌握机器学习和深度学习的基本原理，熟悉常见的生成模型框架，包括GAN、VAE、VQGAN和Diffusion Model；
4、熟悉自监督视觉算法，熟悉transformer，有大模型训练和调参经验；
5、熟练掌握pytorch/paddlepaddle等框架，熟悉常见的基于深度学习的分割定位算法与数据结构，有工业缺陷检测经验优先；
6、了解分布式训练的基本原理，对于混合精度训练、数据并行等训练加速方法有所了解；
7、优秀的计划、时间管理和组织能力，在压力和紧迫的期限内完成研发的能力；
8、具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队合作能力，在工作中敢于突破与创新，对解决具有挑战性的问题充满激情较好的学习理解能力；
9、有制造业数字化转型从业经历优先。"
"大数据算法分析师(J10235)","	        工作职责:1、维护和优化公司已有大数据分析系统；2、将数据分析算法扩展至其他产品，通过公司云平台，结合系统原理，分析设备运行数据，建立故障模型进行故障判断与预测，评估设备健康状况，挖掘系统及控制优化点；3、推动算法平台智能化，将算法平台与其他平台打通，提升平台效率。任职资格:1、基于Python熟练TensorFlow等建模工具，有数据处理方面的经验，理解线性回归、决策树、神经网络、分/聚类、PCA、关联分析等两种及以上算法原理；2、具备一定的逻辑性，能够快速理解系统原理，以及各个参数之间的关联性；3、具备基本的物理知识，对电压、电流、相变等基本概念熟悉。福利待遇：1.薪酬结构：固定底薪+绩效+项目奖+年终奖；2.公司提供独立对内食堂，卫生且便利；同时附近设有员工宿舍：上床下桌四人/间，空调、热水器等家电齐全并附带衣柜和储物柜；3.员工上下班有公司免费班车接送（观澜区域、清湖地铁站沿线、五和地铁站）；4.入职购买五险一金，公司带有各项国家法定假期福利和节日福利，公司内部设有如羽毛球、乒乓球、篮球、足球、登山、书画等俱乐部社团丰富员工生活；5.公司内部设有规范的晋升渠道和项目奖、导师奖、知识产权奖、规范奖及合理化建议奖等多种内部现金奖励政策，每年提供员工初、中、高级职称认定/评审辅导。                "
"算法工程师（接受应届毕业生实习）","自然语言处理,集成算法,算法开发,PyTorch	职位描述：
您将负责设计、开发和优化以机器视觉为主的AI算法，并将这些算法应用于智慧农业领域的实际问题。

主要职责：
集成开发以机器视觉为主的AI算法
与团队成员合作，确保算法在实际应用场景中的有效性和可靠性
参与项目规划和需求分析，为AI产品的开发提供技术支持
编写技术文档，包括设计文档、用户手册等

职位要求：
学历/专业不限
具有扎实的计算机科学基础与较强的工程化意识
具有至少一个AI算法开发和使用相关的项目经验，熟悉机器学习、深度学习和自然语言处理等至少一个领域的理论和实践技术
熟练掌握Python编程语言，具有PyTorch等深度学习框架的实践经验。
良好的沟通和团队合作能力，能够在跨职能团队中发挥积极作用。
对新技术充满好奇心，具备较强的学习能力和问题解决能力
有计算机视觉理论基础优先
有发表过相关领域研究论文或拥有相关专利者优先"
"感知算法工程师 (MJ000051)","深度学习,深度学习框架	【岗位职责】

1. 面向机器人量产的感知技术研发，解决环境感知、目标检测等问题。

2. 模型小型化技术在移动端、嵌入式端的落地。

3. 基于海量数据的数据闭环系统搭建。

【任职要求】

1. 精通物体检测、分割算法者优先,有CV领域顶级会议、期刊论文者优先

2. 对深度学习有较深的理论研究，熟悉深度学习相关框架，至少使用过TensorFlow/Torch/Caffe/MXNet中一种框架。有移动端、嵌入式端开发经验者优先;

3. 熟练掌握C/C++编程，熟悉至少一门脚本语言:

4. 热爱人工智能领域、机器人行业，具有良好的沟通能力和团队合作精神。

截止日期：2024年08月17日
招聘人数：1人"
"毫米波雷达算法工程师","	        岗位职责：1、雷达信号与数据处理算法开发，主要负责毫米波雷达的目标检测、参数估计、识别以及跟踪算法的研发； 2、信号与数据处理系统程序开发；3、雷达系统测试与实验数据分析。任职要求：1、本科以上学历，系统学习过雷达系统、雷达信号与数据处理等相关专业课程，对雷达系统的组成和工作原理有深入的理解； 2、从事雷达信号处理、数据处理、雷达信号模拟等相关技术工作两年以上；3、熟练掌握Matlab、C++等开发工具 ； 4、有高速DSP、FPGA、GPU等信号处理系统开发经验者优先                "
"CAD约束求解算法工程师(J10065)","优化算法,C++,算法开发,2D/3D约束求解算法,梯度类优化算法	职责描述：
能力突出，奖金包综合年薪面试可谈
1、负责二维草图功能和装配模块功能的维护和开发；
2、优化约束约束求解算法；
3、对技术难题进行攻关和解决；
4、负责技术相关文档的编写。
任职要求：
1、硕士及以上学历，计算机、机械，数学或相关专业毕业，有5年以上C++开发经验；
2、有处理约束求解问题的实际工作经验：
3、熟悉2D，3D约束求解算法，持续跟踪最新研究成果；
4、具有良好的沟通能力和团队合作精神、优秀的分析问题和解决问题的能力。"
"算法工程师","大模型算法,深度学习,机器学习,图像算法,Python,Java	岗位职责：
1、研读最新的计算机视觉论文，做前期调研测试；
2、部分算法功能的开发、测试，项目文档的整理和撰写;
3、根据项目需要收集相关视频、图片，并对相关数据集进行标注等；

任职要求：
1、计算机、自动化、软件工程、物联网工程、人工智能、地理信息系统等相关专业；
2、熟悉基本AI算法模型，对物体检测、图像分割、机器学习有一定了解；
3、熟练掌握Python、Java语法，有各种机器学习模型工具应用经验，如Paddle、Pytorch、Tensorflow等；
4、性格开朗，具有较强的学习动力和表达能力。"
"算法工程师","Java,Python,PyTorch,随机森林	岗位职责：<div>  <div>   1、根据对业务的理解，设计数学模型及优化算法；  </div>  <div>   2、利用数学建模工具对模型和算法进行验证；  </div>  <div>   3、可独立完成模型的开发、实施、以及后评估等工作；  </div>  <div>   <br>  </div>  <div>   任职要求：  </div>  <div>   <div>    1、本科或以上学历，数学专业背景优先；   </div>   <div>    2、对线性代数、高等数学 、图论，群论等数学知识功底扎实；   </div>   <div>    3、 熟悉常见的数学分支，具备数学算法的开发能力和实验能力，具备数据建模的基本功底；对数据结构及算法有深刻的理解和独立设计能力；   </div>   <div>    4、熟练掌握一门编程语言python/Java；   </div>   <div>    5、熟悉逻辑回归、xgboost、随机森林、GBDT等算法的使用，并了解相关算法的理论知识及算法体系；   </div>   <div>    6、熟悉sklearn、pandas、matplotlib等算法及相关工具包的使用；   </div>   <div>    7、熟悉建模整体流程工作步骤，包括数据转换、woe、one-hot、特征工程、特征衍生、模型调优工作；   </div>  </div>  <div>   <br>  </div></div>"
"高级图像算法工程师","PyTorch,RCNN	<p>Responsibilities(职位描述)</p> <p>1. 负责图像/视频中目标物的识别或跟踪项目的核心算法研究；</p> <p>2. 针对项目现场反馈问题，及时分析原因、研究改进方案、迭代测试；</p> <p>3. 紧跟CVPR, ICCV, ECCV等视觉顶会的前沿技术，努力提升实际项目的算法效果；</p> <p> </p> <p>Requirements(任职要求)</p> <p>1.熟悉RCNN、YOLO、ResNet等常用模型；熟悉PaddlePaddle、TensorFlow、PyTorch、MxNet 等至少一种深度学习平台；</p> <p>2. 英语CET-6级，数学基础好，积极主动沟通协调，良好的分析问题和解决问题能力；</p> <p>3. 计算机、电子、通信、数学等相关专业硕士以上学历；</p> <p>4. 熟练使用C++/Python/MATLAB语言等编程语言；掌握至少一种图像处理库如Opencv等；</p> <p>5. 4年以上深度学习工作经验，有投放市场经检验的目标检测与跟踪相关项目经验者优先；</p><div> <br>职位福利：带薪年假、餐补、交通补助、周末双休 <br></div>"
"芯片算法适配/优化工程师(JXHJV)","自然语言处理,算法研究,决策树,PyTorch,TensorFlow,Objective-C,C++,Python,C/C++,C语言	职责描述：
1. 与算法工程师合作，深刻理解算法需求，根据对芯片架构的理解给出反馈确保算法可以优化后在硬件上高效执行；
2. 给出算法适配需求，与芯片架构师合作参与架构讨论和制定，确保算法执行效率 ；
3. 与建模工程师合作，将算法/算子在硬件模型上运行，分析硬件利用率和算法执行效率并给出相应反馈。

任职要求：
1. 计算机，电子工程及相关专业硕士及以上学历；
2. 5年以上使用C/C++/Python编程经验，具有AI算法编程经验，有NPU硬件架构或硬件性能分析经验者优先；
3. 熟悉NPU硬件架构，熟悉主流深度学习网络和NLP模型；
5. 能使用Pytorch/Tensorflow等框架开发AI应用软件和算法。
"
